PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
Somalia,21,SOM-15/X/2470/ER/H/NGO/212,DMA-CHF-O489-708-STD,,2015,1,Reserve,Somali Young Doctors Association,National NGO,,0,0,0,1/4/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,23931.1296
Somalia,21,SOM-15/X/2470/ER/S-NFI/INGO/223,DMA-CHF-O489-736-STD,,2015,1,Reserve,DIAKONIE KATASTROPHENHILFE,International NGO,,0,0,0,4/30/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,8600.2497
Somalia,21,SOM-15/X/2470/ER/S-NFI/INGO/225,DMA-CHF-O489-738-STD,,2015,1,Reserve,Norwegian Refugee Council,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,16452.6516
Somalia,21,SOM-15/X/2470/ER/S-NFI/NGO/213,DMA-CHF-O489-741-STD,,2015,1,Reserve,Wamo Relief and Rehabilitation Services,National NGO,,0,0,0,3/20/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,27670.3686
Somalia,21,SOM-15/X/2470/ER/S-NFI/NGO/221,DMA-CHF-O489-739-STD,,2015,1,Reserve,Sustainable Development & Peace Building Initiative,National NGO,,0,0,0,4/8/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,25052.9013
Somalia,21,SOM-15/X/2470/ER/S-NFI/NGO/222,DMA-CHF-O489-735-STD,,2015,1,Reserve,American Refugee Committee,National NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,2991.3912
Somalia,21,SOM-15/X/2470/ER/S-NFI/NGO/224,DMA-CHF-O489-737-STD,,2015,1,Reserve,Danish Refugee Council,National NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,7478.4780
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/209,DMA-CHF-O489-750-STD,,2015,1,Reserve,Norwegian Church Aid,International NGO,,0,0,0,3/19/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,16078.7277
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/214,DMA-CHF-O489-743-STD,,2015,1,Reserve,Cooperazione Internazionale,International NGO,,0,0,0,3/23/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,6730.6302
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/215,DMA-CHF-O489-752-STD,,2015,1,Reserve,Oxfam GB,International NGO,,0,0,0,3/25/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,16826.5755
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/218,DMA-CHF-O489-749-STD,,2015,1,Reserve,International Rescue Committee,International NGO,,0,0,0,5/14/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,13835.1843
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/219,DMA-CHF-O489-742-STD,,2015,1,Reserve,Action Contre la Faim,International NGO,,0,0,0,3/30/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,373.9239
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/220,DMA-CHF-O489-751-STD,,2015,1,Reserve,Norwegian Refugee Council,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,16452.6516
Somalia,21,SOM-15/X/2470/ER/WASH/INGO/227,DMA-CHF-O489-755-STD,,2015,1,Reserve,YME Foundation,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,29539.9881
Somalia,21,SOM-15/X/2470/ER/WASH/NGO/211,DMA-CHF-O489-754-STD,,2015,1,Reserve,Wardi Relief and Development Initiatives,National NGO,,0,0,0,3/19/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,28044.2925
Somalia,21,SOM-15/X/2470/ER/WASH/NGO/217,DMA-CHF-O489-745-STD,,2015,1,Reserve,Danish Refugee Council,National NGO,,0,0,0,5/25/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,7478.4780
Somalia,21,SOM-15/X/2470/ER/WASH/NGO/226,DMA-CHF-O489-744-STD,,2015,1,Reserve,Center for Peace and Democracy,National NGO,,0,0,0,3/23/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,4487.0868
Somalia,21,SOM-15/X/O489/ER/FS/INGO/201,DMA-CHF-O489-692-STD,,0,1,Reserve,Cooperazione Internazionale,International NGO,,0,0,0,3/18/2015 6:47:29 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,6730.6302
Somalia,21,SOM-15/X/O489/ER/FS/NGO/192,DMA-CHF-O489-694,,0,1,Reserve,Danish Refugee Council,National NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,7478.4780
Somalia,21,SOM-15/X/O489/ER/FS/NGO/194,DMA-CHF-O489-698,,0,1,Reserve,Southern Aid,National NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,24678.9774
Somalia,21,SOM-15/X/O489/ER/MS-SR/INGO/199,DMA-CHF-O489-715-STD,,0,1,Reserve,Mercy Corps,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,15704.8038
Somalia,21,SOM-15/X/O489/ER/MS-SR/NGO/198,DMA-CHF-O489-714-STD,,0,1,Reserve,Danish Refugee Council,National NGO,,0,0,0,4/14/2015 6:23:11 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,7478.4780
Somalia,21,SOM-15/X/O489/ER/P/INGO/195,DMA-CHF-O489-729-STD,,0,1,Reserve,INTERSOS,International NGO,,0,0,0,3/23/2015 12:24:40 PM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,14209.1082
Somalia,21,SOM-15/X/O489/ER/P/INGO/196,DMA-CHF-O489-730-STD,,0,1,Reserve,International Rescue Committee,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,13835.1843
Somalia,21,SOM-15/X/O489/ER/P/INGO/197,DMA-CHF-O489-731-STD,,0,1,Reserve,Relief International UK,International NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,18322.2711
Somalia,21,SOM-15/X/O489/ER/P/NGO/200,DMA-CHF-O489-728-STD,,0,1,Reserve,American Refugee Committee,National NGO,,0,0,0,1/1/0001 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,2991.3912
South Sudan,19,CBPF-SSD-25-S-NGO-36392,,Standard allocation 1,2025,2,Standard,Smile Again Africa Development Organization,National NGO,9 Months,360000.16,336448.75,0,6/24/2025 1:30:01 PM,"4- Likely to contribute to gender equality, including across age groups",10/1/2025 12:00:00 AM,6/30/2026 12:00:00 AM,Under TR HFU,5926,PRJ_UND_TR_HFU,Technical Review,11,106566.5520
South Sudan,19,SSD-15/SA1/N/NGO/221,,1st Round Standard Allocation,2015,2,Standard,Universal Intervention and Development Organization,National NGO,"7 Months, 30 Days",237623.76,192700,30316.2,12/2/2014 12:00:00 AM,1- The project is designed to contribute in some limited way to gender equality,1/1/2015 12:00:00 AM,8/30/2015 12:00:00 AM,TR Rejected,113,PRJ_TR_REJECTED,Technical Review,11,108622.1260
Sudan,15,CBPF-SUD-25-S-INGO-38436,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1300000,1214953.27,0,12/2/2025 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",1/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU,5314,PRJ_UND_TR_HFU,Technical Review,11,72491.1936
Sudan,15,CBPF-SUD-25-S-INGO-38741,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1350000,1261682.24,0,12/2/2025 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",1/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU,5314,PRJ_UND_TR_HFU,Technical Review,11,80182.5168
Sudan,15,CBPF-SUD-25-S-INGO-38742,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1000000,934579.44,0,12/30/2025 9:51:21 AM,"3- Likely to contribute to gender equality, but without attention to age groups",2/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,Under TR HFU,5314,PRJ_UND_TR_HFU,Technical Review,11,72472.2960
Sudan,15,CBPF-SUD-25-S-INGO-38747,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,11 Months,1300000,1214953.27,0,1/2/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,1/14/2027 12:00:00 AM,Under GA Preparation,5326,PRJ_UND_GA_PREPAR,HC Final Approval,12,74815.5984
Sudan,15,CBPF-SUD-25-S-INGO-38812,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,6 Months,500000.2,467289.91,0,12/31/2025 9:11:05 AM,"3- Likely to contribute to gender equality, but without attention to age groups",2/1/2026 12:00:00 AM,7/31/2026 12:00:00 AM,Under TR HFU,5314,PRJ_UND_TR_HFU,Technical Review,11,72472.2960
Sudan,15,CBPF-SUD-25-S-INGO-38814,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1500000,1401869.16,0,1/2/2026 12:00:00 AM,"3- Likely to contribute to gender equality, but without attention to age groups",2/11/2026 12:00:00 AM,2/10/2027 12:00:00 AM,Under GA Preparation,5326,PRJ_UND_GA_PREPAR,HC Final Approval,12,72699.0672
Sudan,15,CBPF-SUD-25-S-INGO-38821,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1500000,1401869.16,0,1/2/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under GA Preparation,5326,PRJ_UND_GA_PREPAR,HC Final Approval,12,74815.5984
Sudan,15,CBPF-SUD-25-S-INGO-38826,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,1400000.01,1308411.22,0,12/30/2025 6:32:30 PM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under GA Preparation,5326,PRJ_UND_GA_PREPAR,HC Final Approval,12,72226.6272
Sudan,15,CBPF-SUD-25-S-INGO-38855,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,2800000,2616822.43,0,1/16/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Budget Cleared,5323,PRJ_BUDGET_CLR,Technical Review,11,72453.3984
Sudan,15,CBPF-SUD-25-S-INGO-38862,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,547054.81,511266.18,0,1/2/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under GA Preparation,5326,PRJ_UND_GA_PREPAR,HC Final Approval,12,72151.0368
Sudan,15,CBPF-SUD-25-S-INGO-38950,,2025 - SHF Standard Allocation (Allocation to the most underfunded localities),2025,2,Standard,International NGO,International NGO,12 Months,650800,608224.3,0,1/2/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,Under TR HFU,5314,PRJ_UND_TR_HFU,Technical Review,11,80182.5168
Sudan,15,CBPF-SUD-26-R-INGO-39065,,2026 - SHF Reserve Allocation (SHF Preposition of funds - 48 Hour Response),2026,1,Reserve,International NGO,International NGO,12 Months,6000000,5607476.64,0,2/4/2026 11:28:07 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under GA Preparation,5355,PRJ_UND_GA_PREPAR,HC Final Approval,4,72491.1936
Sudan,15,CBPF-SUD-26-R-INGO-39067,,2026 - SHF Reserve Allocation (SHF Preposition of funds - 48 Hour Response),2026,1,Reserve,International NGO,International NGO,12 Months,6000000,5607476.64,0,2/4/2026 8:44:02 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under GA Preparation,5355,PRJ_UND_GA_PREPAR,HC Final Approval,4,71225.0544
Sudan,15,SUD-13/ER/FSL/NGO/140,,2013 - CHF Reserve Allocation,2013,1,Reserve,Vétérinaires sans Frontières (Germany),International NGO,3 months,372826,372826,0,10/4/2013 3:01:56 PM,,3/15/2013 12:00:00 AM,3/15/2013 12:00:00 AM,Narrative Report Submitted,42,,Reporting,7,28063.2540
Sudan,15,SUD-13/ER/FSL/UN/161,,2013 - CHF Reserve Allocation,2013,1,Reserve,Food and Agriculture Organization of the United Nations,UN Agency,"12 Months, 1 Days",1401869,1401869,0,10/17/2013 7:56:46 AM,,1/2/2013 12:00:00 AM,1/2/2014 12:00:00 AM,Narrative Report Submitted,42,,Reporting,7,5834.9340
Sudan,15,SUD-13/ER/FSL/UN/167,,2013 - CHF Reserve Allocation,2013,1,Reserve,Food and Agriculture Organization of the United Nations,UN Agency,"11 Months, 30 Days",1401869,1401869,0,10/20/2013 8:24:46 AM,,1/2/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Narrative Report Submitted,42,,Reporting,7,5834.9340
Sudan,15,SUD-13/ER/NFI/UN/159,,2013 - CHF Reserve Allocation,2013,1,Reserve,United Nations High Commissioner for Refugees,UN Agency,"11 Months, 1 Days",2523368,2523368,0,10/17/2013 6:30:59 AM,,1/1/2013 12:00:00 AM,12/1/2013 12:00:00 AM,Narrative Report Submitted,42,,Reporting,7,19727.6340
Sudan,15,SUD-13/ER/RER/NGO/147,,2013 - CHF Reserve Allocation,2013,1,Reserve,Fellowship for African Relief,International NGO,"2 Months, 23 Days",74026,74026,0,10/2/2013 1:02:30 PM,,9/1/2013 12:00:00 AM,11/23/2013 12:00:00 AM,Narrative Report Submitted,42,,Reporting,7,5973.8610
Sudan,15,SUD-13/S1/CCS/NGO/100,,2013 - 1st Round Standard Allocation,2013,2,Standard,Red R,International NGO,9 Months,148499.95,138785,0,3/2/2013 12:00:00 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,15281.9700
Sudan,15,SUD-13/S1/CCS/NGO/97,,2013 - 1st Round Standard Allocation,2013,2,Standard,CARE International Switzerland in Sudan,International NGO,10 Months,396039.6,370131,0,12/2/2012 12:00:00 AM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,3889.9560
Sudan,15,SUD-13/S1/CCS/NGO/98,,2013 - 1st Round Standard Allocation,2013,2,Standard,Plan Sudan,International NGO,12 Months,198019.8,185185,0,12/2/2012 12:00:00 AM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,14309.4810
Sudan,15,SUD-13/S1/CCS/NGO/99,,2013 - 1st Round Standard Allocation,2013,2,Standard,Sudanese Red Crescent Society,Others,"12 Months, 1 Days",138799,138799,0,2/10/2013 12:00:00 AM,,3/12/2013 12:00:00 AM,3/12/2014 12:00:00 AM,Archived,22,,Technical Review,11,17365.8750
Sudan,15,SUD-13/S1/CCS/UN/134,,2013 - 1st Round Standard Allocation,2013,2,Standard,International Organization for Migration,UN Agency,9 Months,500000,467290,0,3/2/2013 12:00:00 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,9169.1820
Sudan,15,SUD-13/S1/CCS/UN/135,,2013 - 1st Round Standard Allocation,2013,2,Standard,International Organization for Migration,UN Agency,12 Months,350000,327103,0,12/2/2012 12:00:00 AM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,9169.1820
Sudan,15,SUD-13/S1/CCS/UN/136,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Nations Department of Safety and Security,UN Agency,9 Months,200000,186916,0,12/2/2012 12:00:00 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,18755.1450
Sudan,15,SUD-13/S1/CCS/UN/137,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Nations Department of Safety and Security,UN Agency,9 Months,186916,186916,0,10/4/2013 2:54:48 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Narrative Report Submitted,34,,Reporting,15,18755.1450
Sudan,15,SUD-13/S1/E/NGO/25,,2013 - 1st Round Standard Allocation,2013,2,Standard,INTERSOS,International NGO,12 Months,412732.67,385732,0,10/2/2013 12:59:42 PM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,9030.2550
Sudan,15,SUD-13/S1/E/NGO/26,,2013 - 1st Round Standard Allocation,2013,2,Standard,Save the Children International,International NGO,9 Months,1113584,1113584,0,10/4/2013 2:22:20 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,15837.6780
Sudan,15,SUD-13/S1/E/NGO/27,,2013 - 1st Round Standard Allocation,2013,2,Standard,Catholic Relief Services,International NGO,"9 Months, 21 Days",634653.38,593134,0,10/2/2013 11:36:09 AM,,3/11/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,4584.5910
Sudan,15,SUD-13/S1/E/NGO/28,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Methodist Committee on Relief,International NGO,9 Months,367583.52,343536,0,10/4/2013 8:43:52 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,18477.2910
Sudan,15,SUD-13/S1/E/NGO/29,,2013 - 1st Round Standard Allocation,2013,2,Standard,ZOA Refugee Care,International NGO,12 Months,488930.69,456945,0,10/3/2013 8:45:03 AM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,21672.6120
Sudan,15,SUD-13/S1/E/NGO/32,,2013 - 1st Round Standard Allocation,2013,2,Standard,Islamic Relief Worldwide,International NGO,9 Months,766257.43,716129,0,10/2/2013 12:40:15 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,9724.8900
Sudan,15,SUD-13/S1/E/NGO/33,,2013 - 1st Round Standard Allocation,2013,2,Standard,War Child Canada,International NGO,"9 Months, 21 Days",215841,201721,0,10/4/2013 3:02:26 PM,,3/11/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,20561.1960
Sudan,15,SUD-13/S1/E/NGO/34,,2013 - 1st Round Standard Allocation,2013,2,Standard,Sudan Open Learning Organisation,National NGO,9 Months,678217.82,633849,0,10/4/2013 2:50:13 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,16810.1670
Sudan,15,SUD-13/S1/E/UN/31,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Nations Children's Fund,UN Agency,12 Months,636700,595047,0,10/3/2013 2:07:04 PM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,19866.5610
Sudan,15,SUD-13/S1/FSL/NGO/36,,2013 - 1st Round Standard Allocation,2013,2,Standard,American Refugee Committee,International NGO,10 Months,209706,195987,0,10/2/2013 8:28:28 AM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,1667.1240
Sudan,15,SUD-13/S1/FSL/NGO/37,,2013 - 1st Round Standard Allocation,2013,2,Standard,Danish Refugee Council,International NGO,9 Months,308275.56,288108,0,10/2/2013 1:05:37 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,21811.5390
Sudan,15,SUD-13/S1/FSL/NGO/38,,2013 - 1st Round Standard Allocation,2013,2,Standard,CARE International Switzerland in Sudan,International NGO,10 Months,406826.73,380212,0,10/2/2013 1:04:19 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,3889.9560
Sudan,15,SUD-13/S1/FSL/NGO/41,,2013 - 1st Round Standard Allocation,2013,2,Standard,Fellowship for African Relief,International NGO,10 Months,363849.5,340047,0,10/2/2013 1:02:43 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,5973.8610
Sudan,15,SUD-13/S1/FSL/NGO/42,,2013 - 1st Round Standard Allocation,2013,2,Standard,Fellowship for African Relief,International NGO,10 Months,418229.7,390869,0,10/2/2013 1:02:40 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,5973.8610
Sudan,15,SUD-13/S1/FSL/NGO/43,,2013 - 1st Round Standard Allocation,2013,2,Standard,GOAL,International NGO,10 Months,223429,223429,0,10/2/2013 1:09:03 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Narrative Report Submitted,34,,Reporting,15,6946.3500
Sudan,15,SUD-13/S1/FSL/NGO/44,,2013 - 1st Round Standard Allocation,2013,2,Standard,Islamic Relief Worldwide,International NGO,9 Months,484257.43,452577.04,0,10/2/2013 12:41:00 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,9724.8900
Sudan,15,SUD-13/S1/FSL/NGO/45,,2013 - 1st Round Standard Allocation,2013,2,Standard,Mercy Corps Europe (formerly Mercy Corps Scotland),International NGO,9 Months,444600.99,415515,0,10/2/2013 12:54:53 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,41678.1000
Sudan,15,SUD-13/S1/FSL/NGO/46,,2013 - 1st Round Standard Allocation,2013,2,Standard,Mercy Corps Europe (formerly Mercy Corps Scotland),International NGO,"12 Months, 1 Days",354140.04,330972,0,10/2/2013 12:55:19 PM,,1/4/2013 12:00:00 AM,1/4/2014 12:00:00 AM,Archived,22,,Technical Review,11,41678.1000
Sudan,15,SUD-13/S1/FSL/NGO/47,,2013 - 1st Round Standard Allocation,2013,2,Standard,Mubadiroon Organisation,National NGO,"9 Months, 1 Days",392344.39,366677,0,10/2/2013 12:56:04 PM,,1/1/2013 12:00:00 AM,10/1/2013 12:00:00 AM,Archived,22,,Technical Review,11,11947.7220
Sudan,15,SUD-13/S1/FSL/NGO/48,,2013 - 1st Round Standard Allocation,2013,2,Standard,Norwegian Church Aid,International NGO,12 Months,443705.94,414678.49,0,10/1/2013 10:01:30 PM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,12225.5760
Sudan,15,SUD-13/S1/FSL/NGO/49,,2013 - 1st Round Standard Allocation,2013,2,Standard,Practical Action,International NGO,10 Months,553174.26,516985.29,0,10/4/2013 1:23:04 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,13614.8460
Sudan,15,SUD-13/S1/FSL/NGO/51,,2013 - 1st Round Standard Allocation,2013,2,Standard,World Vision Sudan,International NGO,12 Months,243857.43,227904.14,0,10/3/2013 7:34:01 AM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,21533.6850
Sudan,15,SUD-13/S1/FSL/UN/39,,2013 - 1st Round Standard Allocation,2013,2,Standard,Food and Agriculture Organization of the United Nations,UN Agency,12 Months,734459,686410.28,0,10/4/2013 1:00:17 PM,,1/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,5834.9340
Sudan,15,SUD-13/S1/FSL/UN/40,,2013 - 1st Round Standard Allocation,2013,2,Standard,Food and Agriculture Organization of the United Nations,UN Agency,"12 Months, 1 Days",994354,929303,0,10/4/2013 1:09:52 PM,,3/12/2013 12:00:00 AM,3/12/2014 12:00:00 AM,Archived,22,,Technical Review,11,5834.9340
Sudan,15,SUD-13/S1/FSL/UN/50,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Nations High Commissioner for Refugees,UN Agency,9 Months,358537,335081.31,0,10/4/2013 3:00:47 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,19727.6340
Sudan,15,SUD-13/S1/GEIR/NGO/52,,2013 - 1st Round Standard Allocation,2013,2,Standard,Agency for Technical Cooperation and Development,International NGO,9 Months,356435.64,333117.42,0,10/2/2013 8:55:45 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,694.6350
Sudan,15,SUD-13/S1/GEIR/NGO/53,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Methodist Committee on Relief,International NGO,10 Months,185065,185065,0,10/4/2013 8:51:58 AM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,18477.2910
Sudan,15,SUD-13/S1/GEIR/NGO/54,,2013 - 1st Round Standard Allocation,2013,2,Standard,Business and Professional Women Voluntary Organization,National NGO,9 Months,198019.8,185065.23,0,10/2/2013 6:51:41 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,45290.2020
Sudan,15,SUD-13/S1/GEIR/NGO/56,,2013 - 1st Round Standard Allocation,2013,2,Standard,Sustainable Action Group,National NGO,6 Months,138613.86,129545.66,0,10/4/2013 1:24:07 PM,,4/1/2013 12:00:00 AM,9/30/2013 12:00:00 AM,Archived,22,,Technical Review,11,43484.1510
